ClientCompany,Division,Region,ServiceType,ServiceCost,CustomerName,CustomerContact,CustomerAddress,DateInterviewed,InvoiceDate,WorkOrderCloseDate,Q1_Score,Q2_Score,Q3_Score,Q4_Score,Q5_Score,Q6_Score,AverageScore,NPS_Label,WasQueueLong,WasStaffPolite,UsedMobileBanking,IssueResolved,WaitTimeCategory
"Johnson, Frazier and Miller",Regional Branch,Illinois,Branch Services,5363.87,Fred Ramirez,(493)477-6391x073,"Unit 4617 Box 2689, DPO AE 15658",2024-06-05,2024-06-05,2024-08-16,6,5,8,9,7,10,7.5,Passive,False,True,False,True,medium
"Hernandez, Sanders and Thomas",Online Division,Texas,Investment Services,1661.39,Mark Foster,329.309.6156,"079 Murray Haven, Kimfort, GA 10338",2024-02-09,2024-02-09,2024-06-08,9,6,10,10,6,6,7.833333333333333,Passive,True,True,True,False,short
"Simon, Cook and Martinez",Regional Branch,Ohio,Branch Services,3859.59,Lisa Henderson,001-773-218-8062x215,"6800 Gonzalez Extension Suite 595, Lake Christophertown, CA 87570",2024-12-29,2024-12-29,2024-12-30,7,7,8,4,7,6,6.5,Detractor,True,True,False,True,long
"Gonzalez, Elliott and Barnes",Headquarters,Florida,Account Opening,2506.88,Sarah Andrade,+1-403-793-8031x5961,"868 Vazquez Street Apt. 456, Vargasshire, PW 11894",2024-05-04,2024-05-04,2024-05-11,10,5,9,7,7,9,7.833333333333333,Passive,False,True,True,True,medium
"Lee, Perkins and Griffin",Online Division,Texas,Account Opening,3340.05,Desiree Frank,932-897-3318x70488,"472 Melissa Place Apt. 436, New Joanna, NC 35563",2024-12-07,2024-12-07,2024-12-12,9,9,7,6,5,6,7.0,Passive,True,True,True,True,long
Ray PLC,Online Division,Illinois,Loan Services,5949.09,Emily Clark,604-471-8203x30407,"196 Bryan Oval Suite 815, Port Jenniferstad, UT 48006",2024-01-14,2024-01-14,2024-06-27,10,5,5,8,9,9,7.666666666666667,Passive,False,True,False,True,short
Kirk Group,Headquarters,Pennsylvania,Online Banking,2745.04,Ricky Jenkins,(899)551-0650x894,"30776 Tyrone Lock, New Willie, NJ 96835",2024-11-22,2024-11-22,2024-11-28,7,8,8,3,7,6,6.5,Detractor,False,True,False,True,medium
Andrews-Potter,Headquarters,Georgia,Online Banking,3175.21,Victoria Howard,(968)245-7967,"680 Richardson Oval, West Jessicaborough, MT 43074",2024-04-28,2024-04-28,2024-08-07,10,8,7,9,8,8,8.333333333333334,Passive,False,True,True,True,short
"Garcia, Finley and Richards",Headquarters,California,Loan Services,3606.85,Brian Mcguire,918-849-8531x2160,"USNS Griffin, FPO AP 29710",2024-02-23,2024-02-23,2024-08-22,10,5,8,6,9,6,7.333333333333333,Passive,True,True,True,True,short
Tran-Gamble,Regional Branch,Texas,Loan Services,2582.63,Ricardo Johnson,744-717-8033x58378,"59921 Jonathan Stream Apt. 729, Taraview, FL 25760",2024-04-22,2024-04-22,2024-10-11,7,9,9,5,8,6,7.333333333333333,Passive,True,True,False,True,short
"White, Parker and Bennett",Online Division,Pennsylvania,Investment Services,1741.5,Erica Jones,+1-452-598-3645x263,"PSC 2315, Box 5473, APO AP 41146",2024-04-23,2024-04-23,2024-05-07,7,7,10,8,5,6,7.166666666666667,Passive,True,True,True,True,long
"Jackson, Brewer and Howard",Headquarters,Florida,Branch Services,4021.38,Timothy Cisneros,+1-871-555-0198x4245,"62179 Rocha Drive Apt. 516, East Robert, CO 51928",2024-04-19,2024-04-19,2024-09-11,10,4,4,10,8,6,7.0,Passive,True,False,True,True,long
Cox-Thompson,Regional Branch,Pennsylvania,Account Opening,3534.63,Erin Ruiz,+1-545-841-6012x63233,"39562 Garcia Stravenue, Maryshire, VA 32155",2024-08-13,2024-08-13,2024-12-07,2,8,8,9,5,8,6.666666666666667,Detractor,False,True,True,True,medium
House-Brewer,Online Division,Florida,Online Banking,2074.58,Richard Young,691-790-9371x001,"72395 Corey Junction Apt. 058, Lake Erinside, ND 43063",2024-12-23,2024-12-23,2024-12-24,8,6,7,6,9,9,7.5,Passive,False,True,False,False,medium
Williams-Perez,Online Division,Florida,Loan Services,2765.38,Patrick Huerta,8332863642,"13368 Travis Village, Port Joseph, VT 97117",2024-08-07,2024-08-07,2024-10-16,8,5,7,7,10,5,7.0,Passive,True,False,True,True,short
"Foster, Miller and Powell",Online Division,New York,Investment Services,4464.18,Keith Pitts,001-917-215-1222x5739,"6878 Dunn Circles Apt. 051, West Summerport, VA 59800",2024-06-07,2024-06-07,2024-07-23,9,8,10,8,8,7,8.333333333333334,Passive,True,True,False,True,medium
Washington-Miller,Headquarters,Florida,Branch Services,4223.57,Allison Casey,3602591165,"756 Stephanie Landing Suite 057, Villarrealchester, HI 75467",2024-06-06,2024-06-06,2024-07-10,10,6,5,7,6,7,6.833333333333333,Detractor,True,True,True,False,short
"Richards, King and Randall",Regional Branch,California,Account Opening,4237.44,Katherine Chapman,001-812-971-2138x8203,"09158 Steven Road, North Ericafurt, AK 18245",2024-04-22,2024-04-22,2024-12-22,7,7,8,9,3,6,6.666666666666667,Detractor,True,False,False,True,short
Knapp-Foster,Online Division,California,Branch Services,3211.28,Maria Ramirez,+1-262-215-6946,"4398 Huff Lodge, West Lisa, ME 55146",2024-04-03,2024-04-03,2024-07-16,10,7,4,9,6,5,6.833333333333333,Detractor,True,True,False,True,medium
Berry PLC,Regional Branch,Texas,Loan Services,2375.65,Jacqueline Martin,2322286662,"838 Marcia Square Suite 313, Jacobstown, KS 17053",2024-12-23,2024-12-23,2024-12-27,7,6,3,9,10,9,7.333333333333333,Passive,False,True,False,False,short
Roy PLC,Online Division,Pennsylvania,Investment Services,1862.31,Deborah Brown,3282081774,"650 Sarah Radial, North Lisamouth, NV 99468",2024-02-20,2024-02-20,2024-11-25,7,7,9,9,6,8,7.666666666666667,Passive,False,True,True,False,short
Robinson PLC,Online Division,California,Loan Services,3457.28,Robert Marks,001-819-979-2506x44707,"28999 Frost Avenue Apt. 870, Port Andrea, OK 94804",2024-01-02,2024-01-02,2024-11-13,10,9,9,8,10,8,9.0,Promoter,True,True,False,True,short
Clark and Sons,Regional Branch,Florida,Online Banking,2138.91,Robert Watson,360-287-9583,"1811 Dale Wall, Hancockfurt, SD 63501",2024-08-26,2024-08-26,2024-10-03,10,9,7,7,8,8,8.166666666666666,Passive,False,True,True,True,long
"Williams, Conrad and West",Regional Branch,New York,Loan Services,3197.29,Paul Ortiz,+1-492-807-3828,"794 Miller Dale, South Paulland, FM 25499",2024-07-30,2024-07-30,2024-10-18,8,10,10,8,9,5,8.333333333333334,Passive,False,True,True,False,short
Garcia Group,Headquarters,Illinois,Investment Services,3397.93,Lucas Roberts,673-449-9939x67032,"4660 Garcia Hill, Port Eric, VT 78943",2024-11-23,2024-11-23,2024-12-05,10,7,6,6,5,6,6.666666666666667,Detractor,True,True,False,True,medium
"Morse, Horton and Levine",Online Division,Florida,Account Opening,2629.49,Natalie Dunn,(906)910-2376x317,"76999 Sharon Track Suite 230, Davisville, ID 79020",2024-05-20,2024-05-20,2024-09-26,5,8,9,6,10,9,7.833333333333333,Passive,False,True,True,True,short
Harris PLC,Headquarters,Texas,Loan Services,4030.58,Taylor Stout,3755709435,"945 Branch Camp Apt. 812, Port Mary, IL 40596",2024-08-04,2024-08-04,2024-08-25,6,9,5,9,8,9,7.666666666666667,Passive,False,True,True,True,short
"Harris, Moore and Robinson",Headquarters,New York,Account Opening,1824.41,Pamela Preston,(926)506-5829,"712 Jennifer Glens Apt. 020, North Jasonchester, OK 49636",2024-08-19,2024-08-19,2024-08-28,6,9,6,8,5,9,7.166666666666667,Passive,True,False,False,True,short
Johnson-Gonzales,Regional Branch,California,Account Opening,1767.48,Michelle Harper,282-367-1602,"USCGC Sullivan, FPO AA 30586",2024-10-16,2024-10-16,2024-11-04,9,9,6,9,8,6,7.833333333333333,Passive,False,True,False,True,short
"Bryant, Lee and Morgan",Headquarters,Ohio,Online Banking,1991.45,Ashley Thompson,674-458-8852x7456,"03878 Brian Flat Suite 166, Lake Christinafurt, KS 22762",2024-01-29,2024-01-29,2024-12-02,4,8,4,8,7,9,6.666666666666667,Detractor,True,True,True,True,short
Schaefer Ltd,Headquarters,New York,Branch Services,2697.95,Emily Butler,9728398797,"06284 Rubio Square Apt. 509, Lake Isaacville, LA 96840",2024-09-27,2024-09-27,2024-10-05,7,9,8,8,8,4,7.333333333333333,Passive,True,True,False,True,medium
Stephens-Pena,Headquarters,California,Investment Services,3756.79,Kelly Craig,826.677.8480,"905 Emily Summit Apt. 713, Torresport, VI 73524",2024-09-26,2024-09-26,2024-11-28,9,5,7,7,7,8,7.166666666666667,Passive,False,True,True,True,medium
"Davis, Orr and Reyes",Headquarters,New York,Online Banking,4431.37,Nicole Li,453.992.7447x03937,"129 Martinez Meadow Suite 646, South Tiffany, PR 45862",2024-08-26,2024-08-26,2024-12-08,10,5,9,10,8,10,8.666666666666666,Passive,False,True,False,True,medium
Gilbert Group,Regional Branch,Ohio,Investment Services,5012.27,Amber Williams,928-396-6905,"4791 Baker Mews, East Saraland, IL 35712",2024-07-14,2024-07-14,2024-10-30,10,8,10,8,8,7,8.5,Passive,True,True,True,True,long
Fitzgerald PLC,Regional Branch,New York,Online Banking,4563.41,Alexis Mclaughlin,001-268-403-9171x09978,"64233 Amanda Ports, West Danaville, TN 42008",2024-11-14,2024-11-14,2024-12-13,6,10,8,5,8,3,6.666666666666667,Detractor,False,True,True,False,short
Donaldson Group,Online Division,Florida,Investment Services,3625.51,Laurie Robinson,001-259-397-8826x41476,"USNS Lopez, FPO AP 08505",2024-02-15,2024-02-15,2024-02-19,9,6,8,10,6,5,7.333333333333333,Passive,True,True,True,True,long
Mills-Robinson,Regional Branch,Pennsylvania,Loan Services,4481.66,Karen Evans,(538)874-2815x272,"54975 Rhonda Avenue Suite 555, New Johnhaven, MI 32568",2024-05-24,2024-05-24,2024-09-28,10,8,10,10,6,7,8.5,Passive,True,True,False,True,medium
"Brown, Smith and Beard",Online Division,New York,Investment Services,4230.87,Nicole Stevens,740-458-6314x59964,"9948 Brian Vista Suite 171, East Stephaniebury, ID 86153",2024-03-09,2024-03-09,2024-09-14,10,9,6,10,6,7,8.0,Passive,True,True,True,True,long
Washington-Cummings,Regional Branch,Illinois,Loan Services,3342.34,Ryan Green,380.849.7630,"506 Mitchell Cove Apt. 775, West Tasha, KS 24330",2024-10-12,2024-10-12,2024-10-13,10,9,8,8,8,9,8.666666666666666,Passive,False,True,True,True,short
Palmer Ltd,Online Division,Georgia,Account Opening,470.44,Tiffany Chavez,001-205-929-2646x6591,"42737 Williams Views, North Shanestad, WY 23425",2024-07-01,2024-07-01,2024-10-26,7,8,5,8,7,10,7.5,Passive,False,False,True,True,short
Owens-Mooney,Headquarters,Pennsylvania,Account Opening,4573.02,Kevin Peterson,(368)774-1030x4813,"5489 Eric Pike Suite 692, Meganmouth, MN 55629",2024-05-05,2024-05-05,2024-07-05,7,7,7,7,8,6,7.0,Passive,True,True,True,True,long
Miller PLC,Regional Branch,California,Investment Services,1869.38,Sean Tran,354.222.8245,"7133 Rodriguez Island, Ericksonside, IA 59703",2024-10-16,2024-10-16,2024-12-17,9,9,6,9,6,8,7.833333333333333,Passive,False,True,False,True,short
"Adams, Mendoza and Brown",Headquarters,Ohio,Online Banking,3820.34,Shawn King,(765)710-4024x261,"280 Richards Plains, West Pamelamouth, ME 62933",2024-09-25,2024-09-25,2024-12-10,7,8,6,7,7,6,6.833333333333333,Detractor,False,True,False,True,medium
Graves-Nguyen,Headquarters,Ohio,Investment Services,2823.23,Alicia Brennan,3695835563,"5693 Emma Valley, North Lindsey, CA 95817",2024-02-03,2024-02-03,2024-04-19,4,7,7,7,7,7,6.5,Detractor,False,True,True,False,long
Young-Cooper,Regional Branch,New York,Loan Services,3479.44,Patrick Schneider,(399)515-3678x1641,"93512 Jordan Bridge Apt. 952, West Michaelburgh, VA 87775",2024-07-24,2024-07-24,2024-11-07,9,6,5,5,7,7,6.5,Detractor,False,False,True,True,short
Lamb-Logan,Regional Branch,Texas,Investment Services,2230.0,Johnny Booth,8593766954,"7022 Aguirre Groves Apt. 302, Coreyton, NH 84732",2024-04-18,2024-04-18,2024-09-08,5,7,8,9,6,7,7.0,Passive,True,True,False,True,long
"Thomas, Carson and Bryant",Headquarters,Pennsylvania,Online Banking,2073.3,Matthew Lee,5558561699,"057 Kevin Ways Apt. 384, Davidshire, SC 31990",2024-12-30,2024-12-30,2024-12-30,7,6,9,4,7,8,6.833333333333333,Detractor,True,True,True,True,short
Stokes and Sons,Headquarters,New York,Account Opening,3183.83,David Walker,558.359.4503x783,"370 Wilson Inlet Suite 742, West Thomaschester, GA 33482",2024-08-23,2024-08-23,2024-12-18,10,8,5,7,4,7,6.833333333333333,Detractor,False,True,False,False,long
Thompson Ltd,Regional Branch,Ohio,Investment Services,2166.94,Joshua Rodriguez,(540)396-8265x63590,"14333 Amy Rue Apt. 770, Jonathanland, TX 70118",2024-10-17,2024-10-17,2024-10-26,9,6,7,6,10,7,7.5,Passive,False,True,False,True,medium
Mcdonald-Barrett,Online Division,Florida,Loan Services,4832.56,Donald Foster,365-739-0493x2708,"3201 Mason Ramp, South Allenchester, PW 20218",2024-01-17,2024-01-17,2024-03-26,9,8,8,8,4,7,7.333333333333333,Passive,False,True,True,True,short
"Blevins, Griffith and Rogers",Headquarters,California,Investment Services,3845.16,Elizabeth Herring,+1-433-522-6115x390,"661 Yoder Streets Suite 383, Garciaside, NM 98774",2024-07-10,2024-07-10,2024-09-30,7,5,7,10,10,7,7.666666666666667,Passive,True,False,True,True,medium
Fischer-Russell,Headquarters,Pennsylvania,Branch Services,3951.45,Kathleen Brewer,(591)247-6479x493,"4658 Diana Place Suite 949, Stonehaven, VA 53642",2024-01-25,2024-01-25,2024-07-02,7,4,6,10,7,7,6.833333333333333,Detractor,False,True,False,False,short
Allen-Young,Regional Branch,Texas,Account Opening,2700.16,Anthony Donovan,+1-552-532-1930x274,"15955 Mcdonald Cape Suite 882, South Gerald, SC 65087",2024-04-05,2024-04-05,2024-08-14,10,10,10,7,8,4,8.166666666666666,Passive,True,True,True,True,medium
"Williams, Wilson and Chaney",Online Division,Illinois,Investment Services,4476.93,Carl Neal,561.957.4033,"754 Melissa Lock Suite 922, Jessicaport, LA 63540",2024-09-02,2024-09-02,2024-09-12,5,8,5,6,6,6,6.0,Detractor,False,True,True,True,medium
"Jackson, Peters and Blake",Regional Branch,Texas,Account Opening,2460.88,Peter Walker,+1-482-417-3254,"3759 Monica Glens, Mcmahonfort, ID 78242",2024-07-15,2024-07-15,2024-11-25,6,9,5,8,10,6,7.333333333333333,Passive,False,True,True,True,medium
Buck-Calhoun,Online Division,Georgia,Loan Services,2282.08,Tracy Lambert,501-479-7671x9744,"9156 Jamie Square, East Brianberg, WY 27919",2024-03-09,2024-03-09,2024-07-10,7,10,8,6,8,5,7.333333333333333,Passive,True,True,True,True,long
"Buchanan, Smith and Harris",Regional Branch,California,Investment Services,3681.36,Alexander Banks,926-515-3048x1756,"8721 Steven Passage, South Robertfurt, MS 86979",2024-03-19,2024-03-19,2024-11-03,8,7,6,6,9,10,7.666666666666667,Passive,False,True,False,True,medium
"Leblanc, Johnson and Green",Headquarters,Pennsylvania,Online Banking,2362.69,Tony Zimmerman,(792)223-8739,"867 Jacob Glens Apt. 396, Lake Matthewland, DE 44007",2024-09-08,2024-09-08,2024-10-14,8,3,6,7,6,6,6.0,Detractor,False,True,True,True,short
Jenkins-Lewis,Headquarters,Illinois,Branch Services,2332.22,Brandon Rivas,+1-485-907-4927x878,"429 Todd Springs, Taylorland, ME 59333",2024-07-10,2024-07-10,2024-11-08,8,7,3,3,6,8,5.833333333333333,Detractor,True,True,True,True,short
Meyer-Olson,Online Division,Ohio,Branch Services,252.5,Vanessa Bryant,+1-509-801-4307x759,"7407 Ashley Forges Apt. 784, Port Elizabethport, TX 14001",2024-09-25,2024-09-25,2024-10-23,7,6,10,7,8,8,7.666666666666667,Passive,True,True,False,True,short
Friedman-White,Online Division,Georgia,Branch Services,869.43,Frank Wagner,4586084280,"89277 Allen Islands Suite 757, North Melissa, TN 32167",2024-10-04,2024-10-04,2024-10-07,9,8,9,10,3,10,8.166666666666666,Passive,True,True,True,True,long
"Marquez, Meyers and Decker",Headquarters,Texas,Account Opening,2712.55,Susan Mendez,001-608-548-2005x598,"943 Lowe Curve, Campbellville, LA 02863",2024-01-14,2024-01-14,2024-04-22,8,7,7,6,8,4,6.666666666666667,Detractor,False,True,True,False,long
Kim-Martin,Headquarters,New York,Online Banking,3750.58,Bruce Brown,427-709-5063,"392 Erin Islands Suite 512, New Nancyside, MA 22246",2024-11-24,2024-11-24,2024-12-12,7,5,7,10,6,8,7.166666666666667,Passive,True,False,False,True,long
Mitchell-Hall,Headquarters,Illinois,Investment Services,2269.04,Michael Bryant,(222)705-7895x0724,"830 Gilbert Mountains Apt. 886, Richardshire, NV 15041",2024-01-28,2024-01-28,2024-12-14,9,9,10,7,9,8,8.666666666666666,Passive,True,True,False,True,long
Hall-Miranda,Online Division,Georgia,Account Opening,4295.87,Jonathan Ellison,(814)668-9710,"78013 Beard Island, Lake Jenniferville, IN 36809",2024-02-25,2024-02-25,2024-04-15,6,9,7,7,8,8,7.5,Passive,False,True,True,True,medium
"Moore, Evans and Francis",Headquarters,California,Branch Services,2883.77,Jermaine Anderson,(596)583-5615x6969,"238 Veronica Haven Apt. 706, Smithmouth, OK 90943",2024-01-26,2024-01-26,2024-09-03,8,10,9,9,7,6,8.166666666666666,Passive,True,True,False,True,short
Levine-Fisher,Online Division,Georgia,Branch Services,3955.3,Elizabeth Snyder,576-929-3061x05934,"9692 Christina Mill Suite 995, East Kimberly, WV 60877",2024-01-13,2024-01-13,2024-12-07,9,10,6,7,4,7,7.166666666666667,Passive,False,True,False,True,medium
Roy Ltd,Online Division,Ohio,Account Opening,3996.57,Chris Smith,(224)947-5252x46226,"22932 Johnson Run Suite 558, Walkerstad, KY 08258",2024-12-24,2024-12-24,2024-12-30,7,9,7,8,5,8,7.333333333333333,Passive,False,False,False,True,short
"Vasquez, Crawford and Scott",Regional Branch,Illinois,Investment Services,8.86,Jeffrey Harrison,(697)857-1440x753,"262 Weaver Crest Apt. 463, New Cynthiamouth, AZ 64698",2024-01-12,2024-01-12,2024-03-19,7,4,10,9,8,10,8.0,Passive,True,True,False,True,long
Garcia Group,Online Division,California,Loan Services,2051.08,Matthew Huff,001-943-340-9676x508,"752 Carter Spring Apt. 376, Thomasview, WY 76162",2024-01-01,2024-01-01,2024-05-13,10,9,7,10,5,6,7.833333333333333,Passive,True,True,False,True,short
Smith-Stout,Online Division,Ohio,Branch Services,2391.41,Linda Hall,001-327-498-1251x389,"8329 Sherman Park Apt. 692, Thomasland, MT 24966",2024-06-22,2024-06-22,2024-09-29,6,5,10,7,8,6,7.0,Passive,True,True,True,False,short
Anderson Inc,Regional Branch,Pennsylvania,Account Opening,1179.4,Tracy Cannon,(602)333-8510x58274,"107 Troy Ways Suite 749, Michaelborough, ME 98613",2024-02-08,2024-02-08,2024-03-30,8,4,7,5,10,9,7.166666666666667,Passive,True,True,False,True,long
Morales-Stokes,Online Division,New York,Loan Services,3105.75,Kathryn Camacho,(311)778-4594x33617,"8463 Victor Trail, Reynoldsland, WV 78860",2024-12-14,2024-12-14,2024-12-17,10,6,9,8,8,10,8.5,Passive,True,False,True,True,short
Becker-Chung,Regional Branch,New York,Investment Services,3732.49,Ronald Williamson,(982)485-1526,"764 Romero Ridges Suite 981, Howellland, ND 19558",2024-04-19,2024-04-19,2024-07-28,8,4,6,7,8,5,6.333333333333333,Detractor,True,True,False,True,medium
Gonzalez-West,Headquarters,New York,Loan Services,5411.68,Steve Warren,(805)462-1036,"9336 Holly Ridges Apt. 312, Gallegosshire, ID 51413",2024-11-02,2024-11-02,2024-11-20,10,9,8,7,6,8,8.0,Passive,False,True,False,True,long
"Hill, Watson and Gibson",Online Division,Pennsylvania,Investment Services,3257.75,David Freeman,4445586324,"679 Harris Brooks Apt. 860, East Lori, DE 24964",2024-10-17,2024-10-17,2024-11-08,5,8,7,4,6,7,6.166666666666667,Detractor,True,False,False,True,medium
Smith LLC,Regional Branch,New York,Online Banking,4887.69,Sharon Maxwell,(431)672-0983x83177,"574 Hinton Plaza Apt. 925, Port Markshire, FM 48616",2024-06-03,2024-06-03,2024-07-29,9,5,8,4,10,7,7.166666666666667,Passive,True,True,True,True,medium
Figueroa Ltd,Online Division,Florida,Investment Services,2906.36,Stephanie Williams,(780)977-4427x229,"606 Anthony Vista Apt. 492, South Davidmouth, VA 02064",2024-05-12,2024-05-12,2024-11-02,10,5,5,6,10,4,6.666666666666667,Detractor,False,True,True,True,short
Donaldson-Arias,Headquarters,New York,Loan Services,167.84,Troy Stephens,001-891-648-0942x41026,"PSC 8791, Box 5002, APO AP 19065",2024-03-27,2024-03-27,2024-05-08,7,9,10,7,7,10,8.333333333333334,Passive,False,True,False,True,medium
Evans and Sons,Regional Branch,Ohio,Online Banking,1130.26,Derek Jones,(848)456-0560,"31025 Bobby Isle Suite 099, East Cynthiaview, GU 52097",2024-03-24,2024-03-24,2024-06-03,7,8,8,6,8,3,6.666666666666667,Detractor,False,True,True,True,medium
"Johnson, Adams and Jones",Online Division,Ohio,Branch Services,2341.75,Anthony Ballard,462.569.9897x25735,"021 Janet Pass Suite 511, Edwardsmouth, KY 24713",2024-05-02,2024-05-02,2024-08-16,8,6,8,8,7,8,7.5,Passive,True,True,False,True,medium
"Gill, Burgess and Horn",Regional Branch,Illinois,Account Opening,2037.27,Brad Roth,(987)850-8023,"50064 Michelle Falls, South Josehaven, DE 77658",2024-11-03,2024-11-03,2024-12-29,7,9,8,6,8,9,7.833333333333333,Passive,False,True,False,True,long
